Animation,Rendering job (geometry),Instance type (geometry),Rendering job (pre),Instance type (pre),Rendering job (final),Instance type (final),Scene type,Notes,Any good views of scene?
ai_031_004_cam_01,ai_031_004@scene_cam_01_geometry,2xlarge,ai_031_004@scene_cam_01_pre,2xlarge,ai_031_004@scene_cam_01_final,9xlarge,OUTSIDE VIEWING AREA (BAD INITIALIZATION),,
ai_031_005_cam_00,ai_031_005@scene_cam_00_geometry,2xlarge,ai_031_005@scene_cam_00_pre,2xlarge,ai_031_005@scene_cam_00_final,9xlarge,OUTSIDE VIEWING AREA (BAD TRAJECTORY),,No
ai_031_006_cam_00,ai_031_006@scene_cam_00_geometry,2xlarge,ai_031_006@scene_cam_00_pre,2xlarge,ai_031_006@scene_cam_00_final,9xlarge,Other,Living room (Middle-Eastern),
ai_031_007_cam_00,ai_031_007@scene_cam_00_geometry,2xlarge,ai_031_007@scene_cam_00_pre,2xlarge,ai_031_007@scene_cam_00_final,9xlarge,Other,Restaurant (Middle-Eastern),
ai_031_008_cam_00,ai_031_008@scene_cam_00_geometry,2xlarge,ai_031_008@scene_cam_00_pre,2xlarge,ai_031_008@scene_cam_00_final,9xlarge,Hotel lobby,,
ai_031_009_cam_00,ai_031_009@scene_cam_00_geometry,2xlarge,ai_031_009@scene_cam_00_pre,2xlarge,ai_031_009@scene_cam_00_final,9xlarge,Courtyard,,
ai_031_009_cam_01,ai_031_009@scene_cam_01_geometry,2xlarge,ai_031_009@scene_cam_01_pre,2xlarge,ai_031_009@scene_cam_01_final,9xlarge,OUTSIDE VIEWING AREA (BAD TRAJECTORY),,
ai_031_010_cam_00,ai_031_010@scene_cam_00_geometry,2xlarge,ai_031_010@scene_cam_00_pre,2xlarge,ai_031_010@scene_cam_00_final,9xlarge,Restaurant,Restaurant (Middle-Eastern),
ai_032_001_cam_00,ai_032_001@scene_cam_00_geometry,2xlarge,ai_032_001@scene_cam_00_pre,2xlarge,ai_032_001@scene_cam_00_final,9xlarge,Bathroom,,
ai_032_002_cam_00,ai_032_002@scene_cam_00_geometry,2xlarge,ai_032_002@scene_cam_00_pre,2xlarge,ai_032_002@scene_cam_00_final,9xlarge,Restaurant,,
ai_032_003_cam_00,ai_032_003@scene_cam_00_geometry,2xlarge,ai_032_003@scene_cam_00_pre,2xlarge,ai_032_003@scene_cam_00_final,9xlarge,Hotel lobby,,
ai_032_004_cam_00,ai_032_004@scene_cam_00_geometry,2xlarge,ai_032_004@scene_cam_00_pre,2xlarge,ai_032_004@scene_cam_00_final,9xlarge,Hotel lobby,,
ai_032_004_cam_01,ai_032_004@scene_cam_01_geometry,2xlarge,ai_032_004@scene_cam_01_pre,2xlarge,ai_032_004@scene_cam_01_final,9xlarge,Hotel lobby,,
ai_032_005_cam_00,ai_032_005@scene_cam_00_geometry,2xlarge,ai_032_005@scene_cam_00_pre,2xlarge,ai_032_005@scene_cam_00_final,9xlarge,Bedroom,,
ai_032_007_cam_00,ai_032_007@scene_cam_00_geometry,2xlarge,ai_032_007@scene_cam_00_pre,2xlarge,ai_032_007@scene_cam_00_final,9xlarge,Living room,,
ai_032_008_cam_00,ai_032_008@scene_cam_00_geometry,2xlarge,ai_032_008@scene_cam_00_pre,2xlarge,ai_032_008@scene_cam_00_final,9xlarge,Bedroom,,
ai_032_009_cam_00,ai_032_009@scene_cam_00_geometry,2xlarge,ai_032_009@scene_cam_00_pre,2xlarge,ai_032_009@scene_cam_00_final,9xlarge,Living room,,
ai_033_001_cam_00,ai_033_001@scene_cam_00_geometry,2xlarge,ai_033_001@scene_cam_00_pre,2xlarge,ai_033_001@scene_cam_00_final,9xlarge,Office,,
ai_033_002_cam_00,ai_033_002@scene_cam_00_geometry,2xlarge,ai_033_002@scene_cam_00_pre,2xlarge,ai_033_002@scene_cam_00_final,9xlarge,Office,,
ai_033_002_cam_01,ai_033_002@scene_cam_01_geometry,2xlarge,ai_033_002@scene_cam_01_pre,2xlarge,ai_033_002@scene_cam_01_final,9xlarge,Office,,
ai_033_004_cam_00,ai_033_004@scene_cam_00_geometry,2xlarge,ai_033_004@scene_cam_00_pre,2xlarge,ai_033_004@scene_cam_00_final,9xlarge,Office (home),,
ai_033_005_cam_00,ai_033_005@scene_cam_00_geometry,2xlarge,ai_033_005@scene_cam_00_pre,2xlarge,ai_033_005@scene_cam_00_final,9xlarge,Office,,
ai_033_007_cam_00,ai_033_007@scene_cam_00_geometry,2xlarge,ai_033_007@scene_cam_00_pre,2xlarge,ai_033_007@scene_cam_00_final,9xlarge,Office,,
ai_033_007_cam_01,ai_033_007@scene_cam_01_geometry,2xlarge,ai_033_007@scene_cam_01_pre,2xlarge,ai_033_007@scene_cam_01_final,9xlarge,Office,,
ai_033_008_cam_00,ai_033_008@scene_cam_00_geometry,2xlarge,ai_033_008@scene_cam_00_pre,2xlarge,ai_033_008@scene_cam_00_final,9xlarge,Office,,
ai_033_009_cam_00,ai_033_009@scene_cam_00_geometry,2xlarge,ai_033_009@scene_cam_00_pre,2xlarge,ai_033_009@scene_cam_00_final,9xlarge,Office,,
ai_033_010_cam_00,ai_033_010@scene_cam_00_geometry,2xlarge,ai_033_010@scene_cam_00_pre,2xlarge,ai_033_010@scene_cam_00_final,9xlarge,Office,,
ai_034_001_cam_00,ai_034_001@scene_cam_00_geometry,2xlarge,ai_034_001@scene_cam_00_pre,2xlarge,ai_034_001@scene_cam_00_final,9xlarge,Office (home),,
ai_034_001_cam_01,ai_034_001@scene_cam_01_geometry,2xlarge,ai_034_001@scene_cam_01_pre,2xlarge,ai_034_001@scene_cam_01_final,9xlarge,Office (home),,
ai_034_001_cam_02,ai_034_001@scene_cam_02_geometry,2xlarge,ai_034_001@scene_cam_02_pre,2xlarge,ai_034_001@scene_cam_02_final,9xlarge,Office (home),,
ai_034_002_cam_00,ai_034_002@scene_cam_00_geometry,2xlarge,ai_034_002@scene_cam_00_pre,2xlarge,ai_034_002@scene_cam_00_final,9xlarge,Living room,,
ai_034_002_cam_01,ai_034_002@scene_cam_01_geometry,2xlarge,ai_034_002@scene_cam_01_pre,2xlarge,ai_034_002@scene_cam_01_final,9xlarge,Living room,,
ai_034_003_cam_00,ai_034_003@scene_cam_00_geometry,2xlarge,ai_034_003@scene_cam_00_pre,2xlarge,ai_034_003@scene_cam_00_final,9xlarge,Restaurant,,
ai_034_003_cam_01,ai_034_003@scene_cam_01_geometry,2xlarge,ai_034_003@scene_cam_01_pre,2xlarge,ai_034_003@scene_cam_01_final,9xlarge,Restaurant,,
ai_034_005_cam_00,ai_034_005@scene_cam_00_geometry,2xlarge,ai_034_005@scene_cam_00_pre,2xlarge,ai_034_005@scene_cam_00_final,9xlarge,Living room,,
ai_034_005_cam_01,ai_034_005@scene_cam_01_geometry,2xlarge,ai_034_005@scene_cam_01_pre,2xlarge,ai_034_005@scene_cam_01_final,9xlarge,Dining room,,
ai_035_001_cam_00,ai_035_001@scene_cam_00_geometry,2xlarge,ai_035_001@scene_cam_00_pre,2xlarge,ai_035_001@scene_cam_00_final,9xlarge,Bedroom,,
ai_035_001_cam_01,ai_035_001@scene_cam_01_geometry,2xlarge,ai_035_001@scene_cam_01_pre,2xlarge,ai_035_001@scene_cam_01_final,9xlarge,Bedroom,,
ai_035_002_cam_00,ai_035_002@scene_cam_00_geometry,2xlarge,ai_035_002@scene_cam_00_pre,2xlarge,ai_035_002@scene_cam_00_final,9xlarge,Bedroom,,
ai_035_003_cam_00,ai_035_003@scene_cam_00_geometry,2xlarge,ai_035_003@scene_cam_00_pre,2xlarge,ai_035_003@scene_cam_00_final,9xlarge,Bedroom,,
ai_035_004_cam_00,ai_035_004@scene_cam_00_geometry,2xlarge,ai_035_004@scene_cam_00_pre,2xlarge,ai_035_004@scene_cam_00_final,9xlarge,Bedroom,,
ai_035_005_cam_00,ai_035_005@scene_cam_00_geometry,2xlarge,ai_035_005@scene_cam_00_pre,2xlarge,ai_035_005@scene_cam_00_final,9xlarge,Bedroom,,
ai_035_006_cam_00,ai_035_006@scene_cam_00_geometry,2xlarge,ai_035_006@scene_cam_00_pre,2xlarge,ai_035_006@scene_cam_00_final,9xlarge,Bedroom,,
ai_035_007_cam_00,ai_035_007@scene_cam_00_geometry,2xlarge,ai_035_007@scene_cam_00_pre,2xlarge,ai_035_007@scene_cam_00_final,9xlarge,Bedroom,,
ai_035_008_cam_00,ai_035_008@scene_cam_00_geometry,2xlarge,ai_035_008@scene_cam_00_pre,2xlarge,ai_035_008@scene_cam_00_final,9xlarge,Bedroom,,
ai_035_009_cam_00,ai_035_009@scene_cam_00_geometry,2xlarge,ai_035_009@scene_cam_00_pre,2xlarge,ai_035_009@scene_cam_00_final,9xlarge,Bedroom,,
ai_035_010_cam_00,ai_035_010@scene_cam_00_geometry,2xlarge,ai_035_010@scene_cam_00_pre,2xlarge,ai_035_010@scene_cam_00_final,9xlarge,Bedroom,,
ai_036_001_cam_00,ai_036_001@scene_cam_00_geometry,2xlarge,ai_036_001@scene_cam_00_pre,2xlarge,ai_036_001@scene_cam_00_final,9xlarge,Office (home),,
ai_036_001_cam_01,ai_036_001@scene_cam_01_geometry,2xlarge,ai_036_001@scene_cam_01_pre,2xlarge,ai_036_001@scene_cam_01_final,9xlarge,Office (home),,
ai_036_002_cam_00,ai_036_002@scene_cam_00_geometry,2xlarge,ai_036_002@scene_cam_00_pre,2xlarge,ai_036_002@scene_cam_00_final,9xlarge,Office (home),,
ai_036_002_cam_01,ai_036_002@scene_cam_01_geometry,2xlarge,ai_036_002@scene_cam_01_pre,2xlarge,ai_036_002@scene_cam_01_final,9xlarge,Office (home),,
ai_036_003_cam_00,ai_036_003@scene_cam_00_geometry,2xlarge,ai_036_003@scene_cam_00_pre,2xlarge,ai_036_003@scene_cam_00_final,9xlarge,Office,Office (art studio),
ai_036_003_cam_01,ai_036_003@scene_cam_01_geometry,2xlarge,ai_036_003@scene_cam_01_pre,2xlarge,ai_036_003@scene_cam_01_final,9xlarge,Office,Office (art studio),
ai_036_003_cam_02,ai_036_003@scene_cam_02_geometry,2xlarge,ai_036_003@scene_cam_02_pre,2xlarge,ai_036_003@scene_cam_02_final,9xlarge,Office,Office (art studio),
ai_036_003_cam_03,ai_036_003@scene_cam_03_geometry,2xlarge,ai_036_003@scene_cam_03_pre,2xlarge,ai_036_003@scene_cam_03_final,9xlarge,Office,Office (art studio),
ai_036_005_cam_00,ai_036_005@scene_cam_00_geometry,2xlarge,ai_036_005@scene_cam_00_pre,2xlarge,ai_036_005@scene_cam_00_final,9xlarge,Office (home),,
ai_036_006_cam_00,ai_036_006@scene_cam_00_geometry,2xlarge,ai_036_006@scene_cam_00_pre,2xlarge,ai_036_006@scene_cam_00_final,9xlarge,Office,,
ai_036_007_cam_00,ai_036_007@scene_cam_00_geometry,2xlarge,ai_036_007@scene_cam_00_pre,2xlarge,ai_036_007@scene_cam_00_final,9xlarge,Office (home),,
ai_036_008_cam_00,ai_036_008@scene_cam_00_geometry,2xlarge,ai_036_008@scene_cam_00_pre,2xlarge,ai_036_008@scene_cam_00_final,9xlarge,Office,,
ai_036_009_cam_00,ai_036_009@scene_cam_00_geometry,2xlarge,ai_036_009@scene_cam_00_pre,2xlarge,ai_036_009@scene_cam_00_final,9xlarge,OUTSIDE VIEWING AREA (BAD TRAJECTORY),,No
ai_036_010_cam_00,ai_036_010@scene_cam_00_geometry,2xlarge,ai_036_010@scene_cam_00_pre,2xlarge,ai_036_010@scene_cam_00_final,9xlarge,Office (home),,
ai_037_001_cam_00,ai_037_001@scene_cam_00_geometry,2xlarge,ai_037_001@scene_cam_00_pre,2xlarge,ai_037_001@scene_cam_00_final,9xlarge,Kitchen,,
ai_037_002_cam_00,ai_037_002@scene_cam_00_geometry,2xlarge,ai_037_002@scene_cam_00_pre,2xlarge,ai_037_002@scene_cam_00_final,9xlarge,Living room,,
ai_037_003_cam_00,ai_037_003@scene_cam_00_geometry,2xlarge,ai_037_003@scene_cam_00_pre,2xlarge,ai_037_003@scene_cam_00_final,9xlarge,Living room,,
ai_037_004_cam_00,ai_037_004@scene_cam_00_geometry,2xlarge,ai_037_004@scene_cam_00_pre,2xlarge,ai_037_004@scene_cam_00_final,9xlarge,Living room,,
ai_037_005_cam_00,ai_037_005@scene_cam_00_geometry,2xlarge,ai_037_005@scene_cam_00_pre,2xlarge,ai_037_005@scene_cam_00_final,9xlarge,Kitchen,,
ai_037_005_cam_01,ai_037_005@scene_cam_01_geometry,2xlarge,ai_037_005@scene_cam_01_pre,2xlarge,ai_037_005@scene_cam_01_final,9xlarge,Kitchen,,
ai_037_006_cam_00,ai_037_006@scene_cam_00_geometry,2xlarge,ai_037_006@scene_cam_00_pre,2xlarge,ai_037_006@scene_cam_00_final,9xlarge,Living room,,
ai_037_007_cam_00,ai_037_007@scene_cam_00_geometry,2xlarge,ai_037_007@scene_cam_00_pre,2xlarge,ai_037_007@scene_cam_00_final,9xlarge,Dining room,,
ai_037_008_cam_00,ai_037_008@scene_cam_00_geometry,2xlarge,ai_037_008@scene_cam_00_pre,2xlarge,ai_037_008@scene_cam_00_final,9xlarge,Living room,,
ai_037_009_cam_00,ai_037_009@scene_cam_00_geometry,2xlarge,ai_037_009@scene_cam_00_pre,2xlarge,ai_037_009@scene_cam_00_final,9xlarge,Living room,,
ai_037_009_cam_01,ai_037_009@scene_cam_01_geometry,2xlarge,ai_037_009@scene_cam_01_pre,2xlarge,ai_037_009@scene_cam_01_final,9xlarge,Living room,,
ai_037_010_cam_00,ai_037_010@scene_cam_00_geometry,2xlarge,ai_037_010@scene_cam_00_pre,2xlarge,ai_037_010@scene_cam_00_final,9xlarge,Living room,,
ai_038_002_cam_00,ai_038_002@scene_cam_00_geometry,2xlarge,ai_038_002@scene_cam_00_pre,2xlarge,ai_038_002@scene_cam_00_final,9xlarge,Retail space,Mall,
ai_038_003_cam_00,ai_038_003@scene_cam_00_geometry,2xlarge,ai_038_003@scene_cam_00_pre,2xlarge,ai_038_003@scene_cam_00_final,9xlarge,OUTSIDE VIEWING AREA (BAD TRAJECTORY),,No
ai_038_004_cam_00,ai_038_004@scene_cam_00_geometry,2xlarge,ai_038_004@scene_cam_00_pre,2xlarge,ai_038_004@scene_cam_00_final,9xlarge,Transit station,Train station,
ai_038_004_cam_01,ai_038_004@scene_cam_01_geometry,2xlarge,ai_038_004@scene_cam_01_pre,2xlarge,ai_038_004@scene_cam_01_final,9xlarge,OUTSIDE VIEWING AREA (BAD INITIALIZATION),,
ai_038_005_cam_00,ai_038_005@scene_cam_00_geometry,2xlarge,ai_038_005@scene_cam_00_pre,2xlarge,ai_038_005@scene_cam_00_final,9xlarge,Hall,,
ai_038_006_cam_00,ai_038_006@scene_cam_00_geometry,2xlarge,ai_038_006@scene_cam_00_pre,2xlarge,ai_038_006@scene_cam_00_final,9xlarge,Transit station,Train station,
ai_038_006_cam_01,ai_038_006@scene_cam_01_geometry,2xlarge,ai_038_006@scene_cam_01_pre,2xlarge,ai_038_006@scene_cam_01_final,9xlarge,Transit station,Train station,
ai_038_007_cam_00,ai_038_007@scene_cam_00_geometry,2xlarge,ai_038_007@scene_cam_00_pre,2xlarge,ai_038_007@scene_cam_00_final,9xlarge,Transit station,Train station; unrealistic materials,
ai_038_009_cam_00,ai_038_009@scene_cam_00_geometry,2xlarge,ai_038_009@scene_cam_00_pre,2xlarge,ai_038_009@scene_cam_00_final,9xlarge,Hotel lobby,,
ai_038_009_cam_01,ai_038_009@scene_cam_01_geometry,2xlarge,ai_038_009@scene_cam_01_pre,2xlarge,ai_038_009@scene_cam_01_final,9xlarge,Hotel lobby,,
ai_038_010_cam_00,ai_038_010@scene_cam_00_geometry,2xlarge,ai_038_010@scene_cam_00_pre,2xlarge,ai_038_010@scene_cam_00_final,9xlarge,Transit station,Airport (terminal),
ai_039_001_cam_00,ai_039_001@scene_cam_00_geometry,2xlarge,ai_039_001@scene_cam_00_pre,2xlarge,ai_039_001@scene_cam_00_final,9xlarge,OUTSIDE VIEWING AREA (BAD INITIALIZATION),,No
ai_039_002_cam_00,ai_039_002@scene_cam_00_geometry,2xlarge,ai_039_002@scene_cam_00_pre,2xlarge,ai_039_002@scene_cam_00_final,9xlarge,Bathroom,,
ai_039_003_cam_00,ai_039_003@scene_cam_00_geometry,2xlarge,ai_039_003@scene_cam_00_pre,2xlarge,ai_039_003@scene_cam_00_final,9xlarge,Bathroom,,
ai_039_003_cam_01,ai_039_003@scene_cam_01_geometry,2xlarge,ai_039_003@scene_cam_01_pre,2xlarge,ai_039_003@scene_cam_01_final,9xlarge,Bathroom,,
ai_039_004_cam_00,ai_039_004@scene_cam_00_geometry,2xlarge,ai_039_004@scene_cam_00_pre,2xlarge,ai_039_004@scene_cam_00_final,9xlarge,Bathroom,,
ai_039_004_cam_01,ai_039_004@scene_cam_01_geometry,2xlarge,ai_039_004@scene_cam_01_pre,2xlarge,ai_039_004@scene_cam_01_final,9xlarge,Bathroom,,
ai_039_005_cam_00,ai_039_005@scene_cam_00_geometry,2xlarge,ai_039_005@scene_cam_00_pre,2xlarge,ai_039_005@scene_cam_00_final,9xlarge,Bathroom,,
ai_039_006_cam_00,ai_039_006@scene_cam_00_geometry,2xlarge,ai_039_006@scene_cam_00_pre,2xlarge,ai_039_006@scene_cam_00_final,9xlarge,Bathroom,,
ai_039_006_cam_01,ai_039_006@scene_cam_01_geometry,2xlarge,ai_039_006@scene_cam_01_pre,2xlarge,ai_039_006@scene_cam_01_final,9xlarge,Bathroom,,
ai_039_007_cam_00,ai_039_007@scene_cam_00_geometry,2xlarge,ai_039_007@scene_cam_00_pre,2xlarge,ai_039_007@scene_cam_00_final,9xlarge,Bathroom,,
ai_039_007_cam_01,ai_039_007@scene_cam_01_geometry,2xlarge,ai_039_007@scene_cam_01_pre,2xlarge,ai_039_007@scene_cam_01_final,9xlarge,OUTSIDE VIEWING AREA (BAD INITIALIZATION),,
ai_039_008_cam_00,ai_039_008@scene_cam_00_geometry,2xlarge,ai_039_008@scene_cam_00_pre,2xlarge,ai_039_008@scene_cam_00_final,9xlarge,Bathroom,,
ai_039_009_cam_00,ai_039_009@scene_cam_00_geometry,2xlarge,ai_039_009@scene_cam_00_pre,2xlarge,ai_039_009@scene_cam_00_final,9xlarge,Bathroom,,
ai_039_010_cam_00,ai_039_010@scene_cam_00_geometry,2xlarge,ai_039_010@scene_cam_00_pre,2xlarge,ai_039_010@scene_cam_00_final,9xlarge,Bathroom,,
ai_041_001_cam_00,ai_041_001@scene_cam_00_geometry,2xlarge,ai_041_001@scene_cam_00_pre,2xlarge,ai_041_001@scene_cam_00_final,9xlarge,Living room,,
ai_041_002_cam_00,ai_041_002@scene_cam_00_geometry,2xlarge,ai_041_002@scene_cam_00_pre,2xlarge,ai_041_002@scene_cam_00_final,9xlarge,Retail space,,
ai_041_002_cam_01,ai_041_002@scene_cam_01_geometry,2xlarge,ai_041_002@scene_cam_01_pre,2xlarge,ai_041_002@scene_cam_01_final,9xlarge,Retail space,,
ai_041_003_cam_00,ai_041_003@scene_cam_00_geometry,2xlarge,ai_041_003@scene_cam_00_pre,2xlarge,ai_041_003@scene_cam_00_final,9xlarge,Retail space,,
ai_041_004_cam_00,ai_041_004@scene_cam_00_geometry,2xlarge,ai_041_004@scene_cam_00_pre,2xlarge,ai_041_004@scene_cam_00_final,9xlarge,Retail space,,
ai_041_005_cam_00,ai_041_005@scene_cam_00_geometry,2xlarge,ai_041_005@scene_cam_00_pre,2xlarge,ai_041_005@scene_cam_00_final,9xlarge,Retail space,,
ai_041_005_cam_01,ai_041_005@scene_cam_01_geometry,2xlarge,ai_041_005@scene_cam_01_pre,2xlarge,ai_041_005@scene_cam_01_final,9xlarge,Retail space,,
ai_041_006_cam_00,ai_041_006@scene_cam_00_geometry,2xlarge,ai_041_006@scene_cam_00_pre,2xlarge,ai_041_006@scene_cam_00_final,9xlarge,Art gallery,,
ai_041_007_cam_00,ai_041_007@scene_cam_00_geometry,2xlarge,ai_041_007@scene_cam_00_pre,2xlarge,ai_041_007@scene_cam_00_final,9xlarge,Retail space,,
ai_041_008_cam_00,ai_041_008@scene_cam_00_geometry,2xlarge,ai_041_008@scene_cam_00_pre,2xlarge,ai_041_008@scene_cam_00_final,9xlarge,Office (waiting area),,
ai_041_009_cam_00,ai_041_009@scene_cam_00_geometry,2xlarge,ai_041_009@scene_cam_00_pre,2xlarge,ai_041_009@scene_cam_00_final,9xlarge,Retail space,,
ai_041_009_cam_01,ai_041_009@scene_cam_01_geometry,2xlarge,ai_041_009@scene_cam_01_pre,2xlarge,ai_041_009@scene_cam_01_final,9xlarge,OUTSIDE VIEWING AREA (BAD INITIALIZATION),,
ai_041_010_cam_00,ai_041_010@scene_cam_00_geometry,2xlarge,ai_041_010@scene_cam_00_pre,2xlarge,ai_041_010@scene_cam_00_final,9xlarge,Retail space,,
ai_042_001_cam_00,ai_042_001@scene_cam_00_geometry,2xlarge,ai_042_001@scene_cam_00_pre,2xlarge,ai_042_001@scene_cam_00_final,9xlarge,Bedroom,,
ai_042_001_cam_01,ai_042_001@scene_cam_01_geometry,2xlarge,ai_042_001@scene_cam_01_pre,2xlarge,ai_042_001@scene_cam_01_final,9xlarge,Living room,,
ai_042_002_cam_00,ai_042_002@scene_cam_00_geometry,2xlarge,ai_042_002@scene_cam_00_pre,2xlarge,ai_042_002@scene_cam_00_final,9xlarge,Living room,,
ai_042_002_cam_01,ai_042_002@scene_cam_01_geometry,2xlarge,ai_042_002@scene_cam_01_pre,2xlarge,ai_042_002@scene_cam_01_final,9xlarge,Living room,,
ai_042_003_cam_00,ai_042_003@scene_cam_00_geometry,2xlarge,ai_042_003@scene_cam_00_pre,2xlarge,ai_042_003@scene_cam_00_final,9xlarge,Kitchen,,
ai_042_003_cam_01,ai_042_003@scene_cam_01_geometry,2xlarge,ai_042_003@scene_cam_01_pre,2xlarge,ai_042_003@scene_cam_01_final,9xlarge,Living room,,
ai_042_004_cam_00,ai_042_004@scene_cam_00_geometry,2xlarge,ai_042_004@scene_cam_00_pre,2xlarge,ai_042_004@scene_cam_00_final,9xlarge,Living room,,
ai_042_004_cam_01,ai_042_004@scene_cam_01_geometry,2xlarge,ai_042_004@scene_cam_01_pre,2xlarge,ai_042_004@scene_cam_01_final,9xlarge,Living room,,
ai_042_004_cam_02,ai_042_004@scene_cam_02_geometry,2xlarge,ai_042_004@scene_cam_02_pre,2xlarge,ai_042_004@scene_cam_02_final,9xlarge,Living room,,
ai_042_004_cam_03,ai_042_004@scene_cam_03_geometry,2xlarge,ai_042_004@scene_cam_03_pre,2xlarge,ai_042_004@scene_cam_03_final,9xlarge,OUTSIDE VIEWING AREA (BAD INITIALIZATION),,
ai_042_005_cam_00,ai_042_005@scene_cam_00_geometry,2xlarge,ai_042_005@scene_cam_00_pre,2xlarge,ai_042_005@scene_cam_00_final,9xlarge,Kitchen,,
ai_042_005_cam_01,ai_042_005@scene_cam_01_geometry,2xlarge,ai_042_005@scene_cam_01_pre,2xlarge,ai_042_005@scene_cam_01_final,9xlarge,Living room,,
ai_043_002_cam_00,ai_043_002@scene_cam_00_geometry,2xlarge,ai_043_002@scene_cam_00_pre,2xlarge,ai_043_002@scene_cam_00_final,9xlarge,Kitchen,,
ai_043_003_cam_00,ai_043_003@scene_cam_00_geometry,2xlarge,ai_043_003@scene_cam_00_pre,2xlarge,ai_043_003@scene_cam_00_final,9xlarge,Kitchen,,
ai_043_004_cam_00,ai_043_004@scene_cam_00_geometry,2xlarge,ai_043_004@scene_cam_00_pre,2xlarge,ai_043_004@scene_cam_00_final,9xlarge,Kitchen,,
ai_043_005_cam_00,ai_043_005@scene_cam_00_geometry,2xlarge,ai_043_005@scene_cam_00_pre,2xlarge,ai_043_005@scene_cam_00_final,9xlarge,Kitchen,,
ai_043_006_cam_00,ai_043_006@scene_cam_00_geometry,2xlarge,ai_043_006@scene_cam_00_pre,2xlarge,ai_043_006@scene_cam_00_final,9xlarge,Bedroom,,
ai_043_006_cam_01,ai_043_006@scene_cam_01_geometry,2xlarge,ai_043_006@scene_cam_01_pre,2xlarge,ai_043_006@scene_cam_01_final,9xlarge,Bedroom,,
ai_043_007_cam_00,ai_043_007@scene_cam_00_geometry,2xlarge,ai_043_007@scene_cam_00_pre,2xlarge,ai_043_007@scene_cam_00_final,9xlarge,Kitchen,,
ai_043_008_cam_00,ai_043_008@scene_cam_00_geometry,2xlarge,ai_043_008@scene_cam_00_pre,2xlarge,ai_043_008@scene_cam_00_final,9xlarge,Living room,,
ai_043_008_cam_01,ai_043_008@scene_cam_01_geometry,2xlarge,ai_043_008@scene_cam_01_pre,2xlarge,ai_043_008@scene_cam_01_final,9xlarge,Living room,,
ai_043_009_cam_00,ai_043_009@scene_cam_00_geometry,2xlarge,ai_043_009@scene_cam_00_pre,2xlarge,ai_043_009@scene_cam_00_final,9xlarge,Office (home),,
ai_043_009_cam_01,ai_043_009@scene_cam_01_geometry,2xlarge,ai_043_009@scene_cam_01_pre,2xlarge,ai_043_009@scene_cam_01_final,9xlarge,Office (home),,
ai_043_010_cam_00,ai_043_010@scene_cam_00_geometry,2xlarge,ai_043_010@scene_cam_00_pre,2xlarge,ai_043_010@scene_cam_00_final,9xlarge,Living room,,
ai_044_001_cam_00,ai_044_001@scene_cam_00_geometry,2xlarge,ai_044_001@scene_cam_00_pre,2xlarge,ai_044_001@scene_cam_00_final,9xlarge,Hotel lobby,,
ai_044_001_cam_01,ai_044_001@scene_cam_01_geometry,2xlarge,ai_044_001@scene_cam_01_pre,2xlarge,ai_044_001@scene_cam_01_final,9xlarge,Hotel lobby,,
ai_044_002_cam_00,ai_044_002@scene_cam_00_geometry,2xlarge,ai_044_002@scene_cam_00_pre,2xlarge,ai_044_002@scene_cam_00_final,9xlarge,Hotel lobby,,
ai_044_002_cam_01,ai_044_002@scene_cam_01_geometry,2xlarge,ai_044_002@scene_cam_01_pre,2xlarge,ai_044_002@scene_cam_01_final,9xlarge,Hotel lobby,,
ai_044_003_cam_01,ai_044_003@scene_cam_01_geometry,2xlarge,ai_044_003@scene_cam_01_pre,2xlarge,ai_044_003@scene_cam_01_final,9xlarge,Hotel lobby,,
ai_044_003_cam_02,ai_044_003@scene_cam_02_geometry,2xlarge,ai_044_003@scene_cam_02_pre,2xlarge,ai_044_003@scene_cam_02_final,9xlarge,Hotel lobby,,
ai_044_003_cam_03,ai_044_003@scene_cam_03_geometry,2xlarge,ai_044_003@scene_cam_03_pre,2xlarge,ai_044_003@scene_cam_03_final,9xlarge,Hotel lobby,,
ai_044_004_cam_00,ai_044_004@scene_cam_00_geometry,2xlarge,ai_044_004@scene_cam_00_pre,2xlarge,ai_044_004@scene_cam_00_final,9xlarge,Hotel lobby,,
ai_044_004_cam_01,ai_044_004@scene_cam_01_geometry,2xlarge,ai_044_004@scene_cam_01_pre,2xlarge,ai_044_004@scene_cam_01_final,9xlarge,Hotel lobby,,
ai_044_005_cam_00,ai_044_005@scene_cam_00_geometry,2xlarge,ai_044_005@scene_cam_00_pre,2xlarge,ai_044_005@scene_cam_00_final,9xlarge,Hotel lobby,,
ai_044_005_cam_01,ai_044_005@scene_cam_01_geometry,2xlarge,ai_044_005@scene_cam_01_pre,2xlarge,ai_044_005@scene_cam_01_final,9xlarge,Hotel lobby,,
ai_044_006_cam_00,ai_044_006@scene_cam_00_geometry,2xlarge,ai_044_006@scene_cam_00_pre,2xlarge,ai_044_006@scene_cam_00_final,9xlarge,Hotel lobby,,
ai_044_006_cam_01,ai_044_006@scene_cam_01_geometry,2xlarge,ai_044_006@scene_cam_01_pre,2xlarge,ai_044_006@scene_cam_01_final,9xlarge,Hotel lobby,,
